,importance,feature,round
Fixation Count 250_sum,0.0821647699956032,Fixation Count 250_sum,4;4
fixation_PupilSize_std_sum,0.0608297190555804,fixation_PupilSize_std_sum,4;4
Fixation Count_sum,0.040601174204413,Fixation Count_sum,4;4
saccadic amplitude_sum,0.0396467419693501,saccadic amplitude_sum,4;4
Fixation Duration 250_sum,0.0393150858737903,Fixation Duration 250_sum,4;4
fixation_PupilSize_max_sum,0.0379926834220463,fixation_PupilSize_max_sum,4;4
Fixation Duration_sum,0.0322261790313189,Fixation Duration_sum,4;4
Sub-scanNUniqueVisits_sum,0.0203928624981256,Sub-scanNUniqueVisits_sum,4;4
IsfixationInSpatialTemporalCluster_sum,0.0198536281532232,IsfixationInSpatialTemporalCluster_sum,4;4
fixation_NumberOfPupilPeaks_sum,0.0187828996693262,fixation_NumberOfPupilPeaks_sum,4;4
fixation_PupilSize_min_sum,0.0174825523578182,fixation_PupilSize_min_sum,4;4
Sub-scanNtranstions_sum,0.0058825564898439,Sub-scanNtranstions_sum,4;4
Sub-scanAverageWeightedDegree_sum,0.0,Sub-scanAverageWeightedDegree_sum,4;4
fixation_PupilPeaksAmplitude_max_sum,0.0,fixation_PupilPeaksAmplitude_max_sum,4;4
non-horizontal saccade_sum,0.0,non-horizontal saccade_sum,4;4
SpaceTimeCluster_countUniqueClusters,0.0,SpaceTimeCluster_countUniqueClusters,4;4
fixation_PupilPeaksAmplitude_median_sum,0.0,fixation_PupilPeaksAmplitude_median_sum,4;4
fixation_PupilPeaksAmplitude_mean_sum,0.0,fixation_PupilPeaksAmplitude_mean_sum,4;4
Sub-scanDensity_sum,0.0,Sub-scanDensity_sum,4;4
horizontal saccade_sum,0.569317792524487,horizontal saccade_sum,5;4
Fixation Duration_sum,0.0848057838148134,Fixation Duration_sum,5;4
non-horizontal saccade_sum,0.0832430968299891,non-horizontal saccade_sum,5;4
fixation_PupilSize_min_sum,0.044608825135346,fixation_PupilSize_min_sum,5;4
saccadic amplitude_sum,0.0323685809991305,saccadic amplitude_sum,5;4
Fixation Duration 250_sum,0.0309649802530262,Fixation Duration 250_sum,5;4
fixation_PupilPeaksAmplitude_max_sum,0.0295645395599333,fixation_PupilPeaksAmplitude_max_sum,5;4
fixation_PupilPeaksAmplitude_mean_sum,0.0273507822258641,fixation_PupilPeaksAmplitude_mean_sum,5;4
fixation_NumberOfPupilPeaks_sum,0.0178577755731141,fixation_NumberOfPupilPeaks_sum,5;4
fixation_PupilSize_max_sum,0.0172525120312802,fixation_PupilSize_max_sum,5;4
fixation_PupilPeaksAmplitude_min_sum,0.014791327608608,fixation_PupilPeaksAmplitude_min_sum,5;4
IsfixationInSpatialCluster_sum,0.0139720558882235,IsfixationInSpatialCluster_sum,5;4
SpaceTimeCluster_countUniqueClusters,0.0115118476563261,SpaceTimeCluster_countUniqueClusters,5;4
fixation_PupilPeaksAmplitude_median_sum,0.0112785950988089,fixation_PupilPeaksAmplitude_median_sum,5;4
fixation_PupilSize_median_sum,0.0111115048010487,fixation_PupilSize_median_sum,5;4
fixation_PupilSize_mean_sum,0.0,fixation_PupilSize_mean_sum,5;4
fixation_PupilSize_sum_sum,0.0,fixation_PupilSize_sum_sum,5;4
fixation_PupilPeaksAmplitude_sum_sum,0.0,fixation_PupilPeaksAmplitude_sum_sum,5;4
IsfixationInSpatialTemporalCluster_sum,0.0,IsfixationInSpatialTemporalCluster_sum,5;4
Fixation Count_sum,0.0,Fixation Count_sum,5;4
horizontal saccade_sum,0.5972261340785656,horizontal saccade_sum,6;4
Fixation Duration_sum,0.0910834485954101,Fixation Duration_sum,6;4
Sub-scanNUniqueVisits_sum,0.0613442730499811,Sub-scanNUniqueVisits_sum,6;4
Sub-scanDensity_sum,0.0497154667195152,Sub-scanDensity_sum,6;4
fixation_PupilSize_sum_sum,0.0469145833923161,fixation_PupilSize_sum_sum,6;4
fixation_PupilSize_std_sum,0.0375253846528112,fixation_PupilSize_std_sum,6;4
fixation_PupilSize_min_sum,0.0256410256410256,fixation_PupilSize_min_sum,6;4
fixation_PupilPeaksAmplitude_median_sum,0.0236686390532544,fixation_PupilPeaksAmplitude_median_sum,6;4
fixation_PupilPeaksAmplitude_max_sum,0.0225361682851561,fixation_PupilPeaksAmplitude_max_sum,6;4
SpaceTimeCluster_countUniqueClusters,0.0157790927021696,SpaceTimeCluster_countUniqueClusters,6;4
saccadic amplitude_sum,0.0120595439984925,saccadic amplitude_sum,6;4
Fixation Count 250_sum,0.0105890800679882,Fixation Count 250_sum,6;4
Fixation Duration 250_sum,0.0059171597633136,Fixation Duration 250_sum,6;4
fixation_NumberOfPupilPeaks_sum,0.0,fixation_NumberOfPupilPeaks_sum,6;4
fixation_PupilSize_mean_sum,0.0,fixation_PupilSize_mean_sum,6;4
fixation_PupilPeaksAmplitude_mean_sum,0.0,fixation_PupilPeaksAmplitude_mean_sum,6;4
fixation_PupilPeaksAmplitude_min_sum,0.0,fixation_PupilPeaksAmplitude_min_sum,6;4
fixation_PupilPeaksAmplitude_sum_sum,0.0,fixation_PupilPeaksAmplitude_sum_sum,6;4
Sub-scanAverageWeightedDegree_sum,0.0,Sub-scanAverageWeightedDegree_sum,6;4
Fixation Count_sum,0.0,Fixation Count_sum,6;4
horizontal saccade_sum,0.581685116846201,horizontal saccade_sum,7;4
Fixation Count 250_sum,0.0830426981052474,Fixation Count 250_sum,7;4
Fixation Count_sum,0.0383447003002146,Fixation Count_sum,7;4
fixation_PupilSize_std_sum,0.0367595749387238,fixation_PupilSize_std_sum,7;4
Sub-scanNUniqueVisits_sum,0.0332596516013987,Sub-scanNUniqueVisits_sum,7;4
fixation_PupilPeaksAmplitude_median_sum,0.0312519732352911,fixation_PupilPeaksAmplitude_median_sum,7;4
Fixation Duration_sum,0.0253793504284154,Fixation Duration_sum,7;4
Sub-scanEntropy_sum,0.0250827616336991,Sub-scanEntropy_sum,7;4
fixation_PupilPeaksAmplitude_sum_sum,0.0227097103545203,fixation_PupilPeaksAmplitude_sum_sum,7;4
fixation_PupilSize_sum_sum,0.0203996459209619,fixation_PupilSize_sum_sum,7;4
Sub-scanNtranstions_sum,0.015921674865141,Sub-scanNtranstions_sum,7;4
fixation_PupilSize_min_sum,0.0150031166998444,fixation_PupilSize_min_sum,7;4
Fixation Duration 250_sum,0.0139314655069984,Fixation Duration 250_sum,7;4
saccadic amplitude_sum,0.0139185420696078,saccadic amplitude_sum,7;4
fixation_PupilPeaksAmplitude_mean_sum,0.0138549189932236,fixation_PupilPeaksAmplitude_mean_sum,7;4
Sub-scanAverageWeightedDegree_sum,0.0127373398921128,Sub-scanAverageWeightedDegree_sum,7;4
fixation_PupilPeaksAmplitude_max_sum,0.0107471305339702,fixation_PupilPeaksAmplitude_max_sum,7;4
fixation_NumberOfPupilPeaks_sum,0.0059706280744278,fixation_NumberOfPupilPeaks_sum,7;4
fixation_PupilSize_median_sum,0.0,fixation_PupilSize_median_sum,7;4
Sub-scanDensity_sum,0.0,Sub-scanDensity_sum,7;4
horizontal saccade_sum,0.6590561550586865,horizontal saccade_sum,8;4
Fixation Count 250_sum,0.0644336605055641,Fixation Count 250_sum,8;4
fixation_PupilSize_std_sum,0.0405121165078085,fixation_PupilSize_std_sum,8;4
saccadic amplitude_sum,0.0369511851413733,saccadic amplitude_sum,8;4
Sub-scanNUniqueVisits_sum,0.0310549924913695,Sub-scanNUniqueVisits_sum,8;4
Fixation Duration_sum,0.0306666961040147,Fixation Duration_sum,8;4
fixation_PupilPeaksAmplitude_min_sum,0.0258584675651983,fixation_PupilPeaksAmplitude_min_sum,8;4
fixation_PupilPeaksAmplitude_mean_sum,0.0258186739002337,fixation_PupilPeaksAmplitude_mean_sum,8;4
fixation_PupilSize_mean_sum,0.0175966698775285,fixation_PupilSize_mean_sum,8;4
fixation_PupilSize_min_sum,0.0163948370811235,fixation_PupilSize_min_sum,8;4
Sub-scanAverageWeightedDegree_sum,0.0146638915646071,Sub-scanAverageWeightedDegree_sum,8;4
Fixation Duration 250_sum,0.0141277923031053,Fixation Duration 250_sum,8;4
fixation_NumberOfPupilPeaks_sum,0.01109518421683,fixation_NumberOfPupilPeaks_sum,8;4
fixation_PupilPeaksAmplitude_median_sum,0.0098467906340023,fixation_PupilPeaksAmplitude_median_sum,8;4
fixation_PupilSize_max_sum,0.0019228870485539,fixation_PupilSize_max_sum,8;4
fixation_PupilSize_sum_sum,0.0,fixation_PupilSize_sum_sum,8;4
IsfixationInSpatialTemporalCluster_sum,0.0,IsfixationInSpatialTemporalCluster_sum,8;4
fixation_PupilSize_median_sum,0.0,fixation_PupilSize_median_sum,8;4
Fixation Count_sum,0.0,Fixation Count_sum,8;4
Sub-scanDensity_sum,0.0,Sub-scanDensity_sum,8;4
horizontal saccade_sum,0.5680086731748862,horizontal saccade_sum,9;4
Fixation Count 250_sum,0.0666467827777263,Fixation Count 250_sum,9;4
saccadic amplitude_sum,0.0656308734269909,saccadic amplitude_sum,9;4
Sub-scanNtranstions_sum,0.0631276890684604,Sub-scanNtranstions_sum,9;4
non-horizontal saccade_sum,0.0407016884749678,non-horizontal saccade_sum,9;4
Sub-scanNUniqueVisits_sum,0.0366528519751814,Sub-scanNUniqueVisits_sum,9;4
fixation_PupilPeaksAmplitude_min_sum,0.0270453089080589,fixation_PupilPeaksAmplitude_min_sum,9;4
fixation_PupilPeaksAmplitude_max_sum,0.0270018255848215,fixation_PupilPeaksAmplitude_max_sum,9;4
fixation_PupilPeaksAmplitude_median_sum,0.0259141512910948,fixation_PupilPeaksAmplitude_median_sum,9;4
fixation_PupilSize_mean_sum,0.0193453619129355,fixation_PupilSize_mean_sum,9;4
fixation_PupilSize_min_sum,0.0147063912246098,fixation_PupilSize_min_sum,9;4
Fixation Duration 250_sum,0.013795995577372,Fixation Duration 250_sum,9;4
Sub-scanDensity_sum,0.0118405303705833,Sub-scanDensity_sum,9;4
Fixation Count_sum,0.0097321706633447,Fixation Count_sum,9;4
fixation_PupilPeaksAmplitude_sum_sum,0.0078434086531252,fixation_PupilPeaksAmplitude_sum_sum,9;4
fixation_PupilPeaksAmplitude_mean_sum,0.0020062969158407,fixation_PupilPeaksAmplitude_mean_sum,9;4
SpaceTimeCluster_countUniqueClusters,0.0,SpaceTimeCluster_countUniqueClusters,9;4
Sub-scanAverageWeightedDegree_sum,0.0,Sub-scanAverageWeightedDegree_sum,9;4
fixation_NumberOfPupilPeaks_sum,0.0,fixation_NumberOfPupilPeaks_sum,9;4
Fixation Duration_sum,0.0,Fixation Duration_sum,9;4
horizontal saccade_sum,0.5976692600380935,horizontal saccade_sum,0;5
Fixation Duration_sum,0.0892583780277904,Fixation Duration_sum,0;5
fixation_NumberOfPupilPeaks_sum,0.065968302542597,fixation_NumberOfPupilPeaks_sum,0;5
Fixation Count_sum,0.0448166275941468,Fixation Count_sum,0;5
fixation_PupilSize_std_sum,0.0396586163468176,fixation_PupilSize_std_sum,0;5
fixation_PupilSize_min_sum,0.0295980413918279,fixation_PupilSize_min_sum,0;5
saccadic amplitude_sum,0.0246350456129686,saccadic amplitude_sum,0;5
non-horizontal saccade_sum,0.021431803544779,non-horizontal saccade_sum,0;5
Fixation Duration 250_sum,0.0205265795908653,Fixation Duration 250_sum,0;5
fixation_PupilPeaksAmplitude_std_sum,0.0188092532300358,fixation_PupilPeaksAmplitude_std_sum,0;5
fixation_PupilPeaksAmplitude_min_sum,0.0165221579961464,fixation_PupilPeaksAmplitude_min_sum,0;5
IsfixationInSpatialCluster_sum,0.0113167249365105,IsfixationInSpatialCluster_sum,0;5
Sub-scanAverageWeightedDegree_sum,0.0102048622917375,Sub-scanAverageWeightedDegree_sum,0;5
fixation_PupilSize_max_sum,0.0095843468556831,fixation_PupilSize_max_sum,0;5
fixation_PupilPeaksAmplitude_max_sum,0.0,fixation_PupilPeaksAmplitude_max_sum,0;5
fixation_PupilPeaksAmplitude_sum_sum,0.0,fixation_PupilPeaksAmplitude_sum_sum,0;5
fixation_PupilPeaksAmplitude_median_sum,0.0,fixation_PupilPeaksAmplitude_median_sum,0;5
fixation_PupilPeaksAmplitude_mean_sum,0.0,fixation_PupilPeaksAmplitude_mean_sum,0;5
Fixation Count 250_sum,0.0,Fixation Count 250_sum,0;5
Sub-scanDensity_sum,0.0,Sub-scanDensity_sum,0;5
horizontal saccade_sum,0.6650575452390373,horizontal saccade_sum,1;5
fixation_PupilPeaksAmplitude_sum_sum,0.0461031901218474,fixation_PupilPeaksAmplitude_sum_sum,1;5
fixation_PupilPeaksAmplitude_mean_sum,0.0459352026647201,fixation_PupilPeaksAmplitude_mean_sum,1;5
fixation_PupilSize_min_sum,0.042672254405248,fixation_PupilSize_min_sum,1;5
Sub-scanNUniqueVisits_sum,0.0411947037121964,Sub-scanNUniqueVisits_sum,1;5
Sub-scanNtranstions_sum,0.0339937652760853,Sub-scanNtranstions_sum,1;5
Fixation Count_sum,0.0315303986420567,Fixation Count_sum,1;5
Sub-scanDensity_sum,0.030392156862745,Sub-scanDensity_sum,1;5
saccadic amplitude_sum,0.0156404082100676,saccadic amplitude_sum,1;5
fixation_PupilSize_mean_sum,0.0135177813815584,fixation_PupilSize_mean_sum,1;5
Fixation Duration_sum,0.0104506363949088,Fixation Duration_sum,1;5
fixation_PupilSize_sum_sum,0.0086891156722598,fixation_PupilSize_sum_sum,1;5
Fixation Duration 250_sum,0.006256163284027,Fixation Duration 250_sum,1;5
fixation_NumberOfPupilPeaks_sum,0.0054741428735236,fixation_NumberOfPupilPeaks_sum,1;5
fixation_PupilPeaksAmplitude_median_sum,0.0030925352597179,fixation_PupilPeaksAmplitude_median_sum,1;5
SpaceTimeCluster_countUniqueClusters,0.0,SpaceTimeCluster_countUniqueClusters,1;5
non-horizontal saccade_sum,0.0,non-horizontal saccade_sum,1;5
Sub-scanAverageWeightedDegree_sum,0.0,Sub-scanAverageWeightedDegree_sum,1;5
Fixation Count 250_sum,0.0,Fixation Count 250_sum,1;5
fixation_PupilPeaksAmplitude_max_sum,0.0,fixation_PupilPeaksAmplitude_max_sum,1;5
horizontal saccade_sum,0.6368065009602609,horizontal saccade_sum,2;5
Sub-scanDensity_sum,0.0686861238507941,Sub-scanDensity_sum,2;5
Sub-scanNUniqueVisits_sum,0.0642867334597153,Sub-scanNUniqueVisits_sum,2;5
saccadic amplitude_sum,0.0459822230359462,saccadic amplitude_sum,2;5
fixation_PupilSize_std_sum,0.0402981464987763,fixation_PupilSize_std_sum,2;5
fixation_PupilPeaksAmplitude_mean_sum,0.0319810899497343,fixation_PupilPeaksAmplitude_mean_sum,2;5
fixation_PupilPeaksAmplitude_sum_sum,0.0300786110435154,fixation_PupilPeaksAmplitude_sum_sum,2;5
non-horizontal saccade_mean,0.0254089954021949,non-horizontal saccade_mean,2;5
non-horizontal saccade_sum,0.012245834750085,non-horizontal saccade_sum,2;5
Fixation Duration_sum,0.0114984363850563,Fixation Duration_sum,2;5
IsfixationInSpatialTemporalCluster_sum,0.0101516501246485,IsfixationInSpatialTemporalCluster_sum,2;5
fixation_PupilSize_max_sum,0.0093579281423552,fixation_PupilSize_max_sum,2;5
fixation_PupilPeaksAmplitude_max_sum,0.0077751331746571,fixation_PupilPeaksAmplitude_max_sum,2;5
Fixation Count_sum,0.00544259322226,Fixation Count_sum,2;5
Fixation Duration 250_sum,0.0,Fixation Duration 250_sum,2;5
fixation_PupilPeaksAmplitude_median_sum,0.0,fixation_PupilPeaksAmplitude_median_sum,2;5
fixation_NumberOfPupilPeaks_sum,0.0,fixation_NumberOfPupilPeaks_sum,2;5
Fixation Count 250_sum,0.0,Fixation Count 250_sum,2;5
Sub-scanAverageWeightedDegree_sum,0.0,Sub-scanAverageWeightedDegree_sum,2;5
fixation_PupilPeaksAmplitude_min_sum,0.0,fixation_PupilPeaksAmplitude_min_sum,2;5
horizontal saccade_sum,0.6388571755455141,horizontal saccade_sum,3;5
Fixation Duration_sum,0.0650231620541739,Fixation Duration_sum,3;5
fixation_PupilSize_min_sum,0.0507717041457926,fixation_PupilSize_min_sum,3;5
fixation_PupilPeaksAmplitude_median_sum,0.0336922437568476,fixation_PupilPeaksAmplitude_median_sum,3;5
fixation_PupilSize_sum_sum,0.0322869978259301,fixation_PupilSize_sum_sum,3;5
fixation_PupilSize_std_sum,0.0322307753485155,fixation_PupilSize_std_sum,3;5
Sub-scanNUniqueVisits_sum,0.031291769776162,Sub-scanNUniqueVisits_sum,3;5
Fixation Count_sum,0.0290873950680974,Fixation Count_sum,3;5
fixation_PupilPeaksAmplitude_std_sum,0.0278917475789288,fixation_PupilPeaksAmplitude_std_sum,3;5
fixation_NumberOfPupilPeaks_sum,0.0171406344986759,fixation_NumberOfPupilPeaks_sum,3;5
Sub-scanAverageWeightedDegree_sum,0.0134558021801721,Sub-scanAverageWeightedDegree_sum,3;5
Sub-scanDensity_sum,0.0126829454239201,Sub-scanDensity_sum,3;5
fixation_PupilPeaksAmplitude_sum_sum,0.0112141343865247,fixation_PupilPeaksAmplitude_sum_sum,3;5
IsfixationInSpatialCluster_sum,0.0043735124107446,IsfixationInSpatialCluster_sum,3;5
fixation_PupilSize_mean_sum,0.0,fixation_PupilSize_mean_sum,3;5
fixation_PupilSize_median_sum,0.0,fixation_PupilSize_median_sum,3;5
fixation_PupilPeaksAmplitude_mean_sum,0.0,fixation_PupilPeaksAmplitude_mean_sum,3;5
Fixation Duration 250_sum,0.0,Fixation Duration 250_sum,3;5
fixation_PupilPeaksAmplitude_max_sum,0.0,fixation_PupilPeaksAmplitude_max_sum,3;5
saccadic amplitude_sum,0.0,saccadic amplitude_sum,3;5
horizontal saccade_sum,0.6674712757257469,horizontal saccade_sum,4;5
Fixation Duration_sum,0.0944089986898511,Fixation Duration_sum,4;5
Sub-scanNUniqueVisits_sum,0.0672591172070056,Sub-scanNUniqueVisits_sum,4;5
fixation_PupilSize_std_sum,0.0454888332353065,fixation_PupilSize_std_sum,4;5
fixation_NumberOfPupilPeaks_sum,0.0271949277184639,fixation_NumberOfPupilPeaks_sum,4;5
fixation_PupilSize_max_sum,0.0219875270840279,fixation_PupilSize_max_sum,4;5
IsfixationInSpatialCluster_sum,0.0171599768056182,IsfixationInSpatialCluster_sum,4;5
saccadic amplitude_sum,0.0165057686795491,saccadic amplitude_sum,4;5
fixation_PupilPeaksAmplitude_max_sum,0.0148830616583982,fixation_PupilPeaksAmplitude_max_sum,4;5
fixation_PupilSize_min_sum,0.0119743667647385,fixation_PupilSize_min_sum,4;5
fixation_PupilPeaksAmplitude_median_sum,0.0089298369950389,fixation_PupilPeaksAmplitude_median_sum,4;5
Fixation Count_sum,0.0023210011442631,Fixation Count_sum,4;5
fixation_PupilSize_median_sum,0.0022324592487597,fixation_PupilSize_median_sum,4;5
Fixation Count 250_sum,0.0021828490432317,Fixation Count 250_sum,4;5
Fixation Duration 250_sum,0.0,Fixation Duration 250_sum,4;5
fixation_PupilPeaksAmplitude_sum_sum,0.0,fixation_PupilPeaksAmplitude_sum_sum,4;5
fixation_PupilPeaksAmplitude_mean_sum,0.0,fixation_PupilPeaksAmplitude_mean_sum,4;5
SpaceTimeCluster_countUniqueClusters,0.0,SpaceTimeCluster_countUniqueClusters,4;5
Sub-scanAverageWeightedDegree_sum,0.0,Sub-scanAverageWeightedDegree_sum,4;5
Sub-scanDensity_sum,0.0,Sub-scanDensity_sum,4;5
horizontal saccade_sum,0.5976407765122972,horizontal saccade_sum,5;5
Fixation Duration_sum,0.0846051976346094,Fixation Duration_sum,5;5
Sub-scanNUniqueVisits_sum,0.0709940977910566,Sub-scanNUniqueVisits_sum,5;5
non-horizontal saccade_sum,0.0431749081298145,non-horizontal saccade_sum,5;5
IsfixationInSpatialTemporalCluster_sum,0.0383718487394958,IsfixationInSpatialTemporalCluster_sum,5;5
fixation_PupilSize_min_sum,0.0294284405681464,fixation_PupilSize_min_sum,5;5
fixation_PupilPeaksAmplitude_sum_sum,0.0218624093689941,fixation_PupilPeaksAmplitude_sum_sum,5;5
fixation_PupilPeaksAmplitude_mean_sum,0.0211052754435107,fixation_PupilPeaksAmplitude_mean_sum,5;5
Fixation Duration 250_sum,0.0206538865546218,Fixation Duration 250_sum,5;5
Fixation Count 250_sum,0.0160614245698279,Fixation Count 250_sum,5;5
fixation_PupilPeaksAmplitude_median_sum,0.0138122855746466,fixation_PupilPeaksAmplitude_median_sum,5;5
fixation_PupilSize_median_sum,0.0126237161531279,fixation_PupilSize_median_sum,5;5
fixation_PupilSize_sum_sum,0.0118347338935574,fixation_PupilSize_sum_sum,5;5
fixation_PupilPeaksAmplitude_min_sum,0.0099411764705882,fixation_PupilPeaksAmplitude_min_sum,5;5
saccadic amplitude_sum,0.0078898225957049,saccadic amplitude_sum,5;5
fixation_NumberOfPupilPeaks_sum,0.0,fixation_NumberOfPupilPeaks_sum,5;5
fixation_PupilPeaksAmplitude_max_sum,0.0,fixation_PupilPeaksAmplitude_max_sum,5;5
fixation_PupilSize_max_sum,0.0,fixation_PupilSize_max_sum,5;5
fixation_PupilSize_mean_sum,0.0,fixation_PupilSize_mean_sum,5;5
Fixation Count_sum,0.0,Fixation Count_sum,5;5
horizontal saccade_sum,0.6690111696726085,horizontal saccade_sum,6;5
Fixation Duration_sum,0.0978204382585828,Fixation Duration_sum,6;5
Fixation Duration 250_sum,0.0495016567022236,Fixation Duration 250_sum,6;5
fixation_NumberOfPupilPeaks_sum,0.0324414484202198,fixation_NumberOfPupilPeaks_sum,6;5
